,index,Unnamed: 0,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Sentiment
862,862,863,"@Mamaleh3: guess like old saying: lie Nazis, get #COVIDー19. #KatieMiller #StephenMiller #Cor…",False,0.0,,2020-05-09 02:05:43,False,,1258941186494119936,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",elephant1417,29.0,True,False,,,Positive
863,863,864,"Minorities hit particularly hard: Blacks unemployment spiked 16.7 percent 6.7 percent March, while… https://t.co/gBoYApGsVT",False,0.0,,2020-05-09 02:05:27,True,,1258941119045435393,,"<a href=""https://www.stoundi.com"" rel=""nofollow"">Global Analytica</a>",AnalyticaGlobal,0.0,False,False,,,Negative
864,864,865,Cool. Enjoy. They bitten snake setting loose upon millions. #CoronavirusUSA https://t.co/gv5B7tz0eS,False,3.0,,2020-05-09 02:04:48,False,,1258940953701888006,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cairo67Unedited,3.0,False,False,,,Positive
865,865,866,"@telesurenglish: Minorities hit particularly hard: Blacks unemployment spiked 16.7 percent 6.7 percent March, the…",False,0.0,,2020-05-09 02:04:26,False,,1258940864375775232,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",curiousofmind,10.0,True,False,,,Negative
866,866,867,@SputnikInt: CARTOON vain gain @realDonaldTrump #CoronavirusUSA https://t.co/bneXgNmrYY,False,0.0,,2020-05-09 02:04:10,False,,1258940795610189832,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PrincessBibiRF_,3.0,True,False,,,Negative
867,867,868,"@newstucker: Here are, moments getting temps checked posted media badges @utmedicalcenter. Our story frontl…",False,0.0,,2020-05-09 02:03:43,False,,1258940681571176459,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Rich_Laudermilk,2.0,True,False,,,Negative
868,868,869,"@IssuesEtc: ""Government Restrictions Worship Services"" Luke Goodrich @BECKETlaw Listen here: https://t.co/qqon5dxKLh. #COVI…",False,0.0,,2020-05-09 02:03:06,False,,1258940527723962369,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LukeWGoodrich,5.0,True,False,,,Negative
869,869,870,think long haul #COVID19 #CoronavirusUSA https://t.co/XQFwxm9R0i,False,1.0,,2020-05-09 02:02:54,False,,1258940478671618050,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tmcnamee1,0.0,False,False,,,Negative
870,870,871,"@telesurenglish: Minorities hit particularly hard: Blacks unemployment spiked 16.7 percent 6.7 percent March, the…",False,0.0,,2020-05-09 02:02:25,False,,1258940354398543872,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BusyAhchan,10.0,True,False,,,Negative
871,871,872,@margeaux44: Doctor Stands Against The Quarantine https://t.co/LQC1WeWrYw via @YouTube #CoronavirusUSA #Covid #endthelockdown #ReOpen…,False,0.0,,2020-05-09 02:02:06,False,,1258940274673430528,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",azambangush,1.0,True,False,,,Negative
872,872,873,"@newstucker: Here are, moments getting temps checked posted media badges @utmedicalcenter. Our story frontl…",False,0.0,,2020-05-09 02:00:53,False,,1258939971177676801,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",6News,2.0,True,False,,,Negative
873,873,874,"@telesurenglish: Minorities hit particularly hard: Blacks unemployment spiked 16.7 percent 6.7 percent March, the…",False,0.0,,2020-05-09 02:00:42,False,,1258939924704825344,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NoFascistLies,10.0,True,False,,,Negative
874,874,875,@VGKnightinArmor: Prepare waves #CoronavirusUSA infections https://t.co/Lkerwin89I,False,0.0,,2020-05-09 02:00:32,False,,1258939883177025539,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CovidRights,8.0,True,False,,,Negative
875,875,876,"Minorities hit particularly hard: Blacks unemployment spiked 16.7 percent 6.7 percent March, while… https://t.co/CGlJyHuJy1",False,13.0,,2020-05-09 02:00:00,True,,1258939747600195584,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",telesurenglish,10.0,False,False,,,Negative
876,876,877,Now stuff opening yall stop bitchen staying home little bit acting… https://t.co/o4V0g6KJNi,False,0.0,,2020-05-09 01:59:07,True,,1258939524014575616,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DeathThaKid88,0.0,False,False,,,Negative
877,877,878,You @WhiteHouse workers better git outta Dodge. Something's rotten there. @IvankaTrump @FLOTUS @JaredKushner… https://t.co/rOy0POMyws,False,0.0,,2020-05-09 01:58:24,True,,1258939345714548738,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GairCynthia,0.0,False,False,,,Positive
878,878,879,"@IssuesEtc: ""Government Restrictions Worship Services"" Luke Goodrich @BECKETlaw Listen here: https://t.co/qqon5dxKLh. #COVI…",False,0.0,,2020-05-09 01:58:14,False,,1258939302484025346,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",itiswhatitis54,5.0,True,False,,,Negative
879,879,880,claims China coronavirus lab leak ‘attempt distract’ Trump’s mistakes: Germany #COVID19… https://t.co/3KdZZmFU1a,False,0.0,,2020-05-09 01:58:02,True,,1258939253066588161,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BillEllson,1.0,False,False,,,Negative
880,880,881,Doctor Stands Against The Quarantine https://t.co/LQC1WeWrYw via @YouTube #CoronavirusUSA #Covid #endthelockdown #ReOpenAmerica,False,1.0,,2020-05-09 01:57:40,False,,1258939161735835648,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",margeaux44,1.0,False,False,,,Negative
881,881,882,"@GrimKim Well, contributed sickness entire country thru glorification Standard Amer… https://t.co/BmvvZOrubq",False,0.0,GrimKim,2020-05-09 01:56:15,True,1.258898831577682e+18,1258938805068808192,15814350.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DC420LA,0.0,False,False,,,Negative
882,882,883,@W7VOA: Details via @AP: https://t.co/gbHHFUYQnJ @CDCgov #CoronavirusUSA,False,0.0,,2020-05-09 01:55:52,False,,1258938706729156610,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",infinity10,17.0,True,False,,,Negative
883,883,884,"Here are, moments getting temps checked posted media badges @utmedicalcenter. Our story on… https://t.co/5UxrVouhok",False,11.0,,2020-05-09 01:55:43,True,,1258938669206917120,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",newstucker,2.0,False,False,,,Negative
884,884,885,@HollywoodBlvd1: #CoronaVirusUpdates Document reveals #SecretService current virus cases &amp; members Secret,False,0.0,,2020-05-09 01:53:52,False,,1258938206290092039,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NJLefty67,1.0,True,False,,,Negative
885,885,886,"@carolotta0: Document reveals Secret Service current virus cases, concerns Trump’s staff grow #secretservice #COVID19 #C…",False,0.0,,2020-05-09 01:53:46,False,,1258938179945664514,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NJLefty67,1.0,True,False,,,Negative
886,886,887,Quarantine: Day I've become tad obsessed mask patterns. #sew #sewing #masks #faceMasks #Covid19… https://t.co/bLrLk822O8,False,0.0,,2020-05-09 01:50:00,True,,1258937231349334017,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",stuckathomemom,0.0,False,False,,,Negative
887,887,888,CARTOON vain gain @realDonaldTrump #CoronavirusUSA https://t.co/bneXgNmrYY,False,7.0,,2020-05-09 01:50:00,False,,1258937230074294273,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",SputnikInt,3.0,False,False,,,Negative
888,888,889,@GovAbbott give next #CoronavirusUSA update Texarkana!,False,0.0,GovAbbott,2020-05-09 01:49:51,False,,1258937194363981827,19291441.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DenmarkDamien,0.0,False,False,,,Negative
889,889,890,@MaraLeeGrayson: Thanks @MHDNYC drawing attention this. I’ve read similar patterns states well. Whitene…,False,0.0,,2020-05-09 01:49:08,False,,1258937013362982912,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EpsilonCalculus,1.0,True,False,,,Positive
890,890,891,Here Are States Where Reopening Riskiest/ good info. #CoronavirusUSA #Corvid19 https://t.co/jTCgkhsOIv,False,0.0,,2020-05-09 01:48:50,False,,1258936936280055808,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bhight3,0.0,False,False,,,Positive
891,891,892,@DrRobDavidson @Mike_Pence Isn't @VP charge whole #CoronavirusUSA task force? ð_x009f_¤·‍♀️ð,False,0.0,DrRobDavidson,2020-05-09 01:48:28,False,1.2589159528985723e+18,1258936843392954369,8.468014407063511e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",envyvenus,0.0,False,False,,,Positive
892,892,893,"@IssuesEtc: ""Government Restrictions Worship Services"" Luke Goodrich @BECKETlaw Listen here: https://t.co/qqon5dxKLh. #COVI…",False,0.0,,2020-05-09 01:46:19,False,,1258936306236887040,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BECKETlaw,5.0,True,False,,,Negative
893,893,894,@Shan11tweet: #CoronavirusUSA #Covid_19 #coronavirus Claims social media using military study falsely suggest flu,False,0.0,,2020-05-09 01:46:02,False,,1258936231099940864,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",devalara44,1.0,True,False,,,Negative
894,894,895,#lifeprotip girlfriend wearing mask cancels already minimal positive effect wearing one has.… https://t.co/3wdiuxVXg9,False,0.0,,2020-05-09 01:45:47,True,,1258936171695988736,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",elinforman,0.0,False,False,,,Positive
895,895,896,The Three Phases Coronavirus How Approach Treatment Watch Now: https://t.co/OwOdEg8Ic3 #CoronavirusUSA… https://t.co/ow2Xlg5oF8,False,0.0,,2020-05-09 01:45:43,True,,1258936152691597312,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ECAWellness,0.0,False,False,,,Negative
896,896,897,@evankirstel: Abbott coronavirus test accurate; infected mother's breast milk may protect infants https://t.co/LXUKSDDM2V #COVID19 #C…,False,0.0,,2020-05-09 01:45:27,False,,1258936085092106240,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IrmaRaste,5.0,True,False,,,Positive
897,897,898,@OCDrises: That food supplies. That everything local stores. #MAGA #Trump2020 #Trump2020Landslide #KAG #KAG2…,False,0.0,,2020-05-09 01:41:44,False,,1258935150567501824,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",JuliaQuets,3.0,True,False,,,Negative
898,898,899,Always solid read ð_x009f__x0098_· https://t.co/YgtOgHD1DC #coronavirus #CoronavirusUSA #COVID19 #Covid_19 #CO,False,0.0,,2020-05-09 01:41:31,False,,1258935096536522752,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NewsVulcan,0.0,False,False,,,Negative
899,899,900,When lockdown bae says come over: #6ix9ine #LockdownEnd #CoronavirusUSA https://t.co/d6ed96WSPf,False,2.0,,2020-05-09 01:40:41,False,,1258934888079790082,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",clemfromm,0.0,False,False,,,Negative
900,900,901,"78,200 dead 182,300 recovered, mean true mortality rate 30%?? #coronavirus #CoronavirusUSA",False,0.0,,2020-05-09 01:40:14,False,,1258934771385798657,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",genxandy,0.0,False,False,,,Negative
901,901,902,@VGKnightinArmor: Prepare waves #CoronavirusUSA infections https://t.co/Lkerwin89I,False,0.0,,2020-05-09 01:40:07,False,,1258934744466653184,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",JuliaQuets,8.0,True,False,,,Negative
902,902,903,"""Government Restrictions Worship Services"" Luke Goodrich @BECKETlaw Listen here:… https://t.co/Fq3XaEBkPh",False,7.0,,2020-05-09 01:38:13,True,,1258934264558690310,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",IssuesEtc,5.0,False,False,,,Negative
903,903,904,#CoronavirusUSA #Covid_19 #coronavirus Claims social media using military study falsely suggest th… https://t.co/XfP6d6iXBl,False,0.0,,2020-05-09 01:37:14,True,,1258934019305046016,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Shan11tweet,1.0,False,False,,,Negative
904,904,905,@FreeRadioRevolu: WOW! VENTURA COUNTY START FORCIBLY REMOVING PEOPLE FROM THEIR HOMES!! https://t.co/evlSnlGzgp #CoronavirusUSA #coro…,False,0.0,,2020-05-09 01:36:38,False,,1258933867542609920,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Stewy_McDanny,18.0,True,False,,,Positive
905,905,906,#COVID19 #CoronavirusUSA https://t.co/09EoRqA1bd,False,0.0,,2020-05-09 01:35:24,False,,1258933559060058125,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ilovemydogs1972,0.0,False,False,,,Negative
906,906,907,"you’re following Andy insightful, direct analysis #COVID19, you’re missing out. also appreciate his… https://t.co/LQWLlmWw43",False,1.0,,2020-05-09 01:33:40,True,,1258933121203961858,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",revlauramartin,0.0,False,False,,,Negative
907,907,908,necesitas someterte examen médico pruebas sangre para obtener seguro vida. Hoy mejor mo… https://t.co/dLszmpcYkr,False,0.0,,2020-05-09 01:32:03,True,,1258932713777700866,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",lifecoverageiq,0.0,False,False,,,Negative
908,908,909,"150 deaths overnight #Massachusetts #COVID19 #Covid19MA...But, escaped #CoronavirusUSA today w/extreme… https://t.co/LCvS3CCG4Y",False,1.0,,2020-05-09 01:29:38,True,,1258932106257973249,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TMAN1138pm,0.0,False,False,,,Negative
909,909,910,"@OneWiles @Whitee469 @_bscoder @Appetechs @NotTodayJack @nytimes @SpeakerPelosi Pelosi President, sport. #CoronavirusUSA",False,0.0,OneWiles,2020-05-09 01:28:59,False,1.258844849555546e+18,1258931943724519425,1.083524056522076e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MadbanditRoy,0.0,False,False,,,Negative
910,910,911,@VGKnightinArmor: Prepare waves #CoronavirusUSA infections https://t.co/Lkerwin89I,False,0.0,,2020-05-09 01:27:39,False,,1258931606393221120,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",colonialcountr3,8.0,True,False,,,Negative
911,911,912,"@GspotMMA: America, dumb fuck would feel oppressed boycott schools machine guns masks... ð_x009f__x0099__x0084_ #Coron",False,0.0,,2020-05-09 01:25:12,False,,1258930988538871811,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thefrenchwife,17.0,True,False,,,Negative
912,912,913,"Rough day Franklin County, Ohio 238 new cases today. Still sure graph says day.… https://t.co/MSfd1LpMNR",False,0.0,,2020-05-09 01:23:51,True,,1258930648842227714,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ohiostin3,0.0,False,False,,,Positive
913,913,914,@kaitlancollins @EliStokols Tomorrow another story. This shows way testing needs available ave… https://t.co/IShvNwQ7ZW,False,0.0,kaitlancollins,2020-05-09 01:23:36,True,1.2589275597331003e+18,1258930586116329472,180107694.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bazinga_Paladin,0.0,False,False,,,Positive
914,914,915,"@InfinityHealth8 @LouisianaGov @LADeptHealth Thank doc. Aside medical issues, privacy (ex. HIPAA… https://t.co/S1hPTlTW9W",False,2.0,InfinityHealth8,2020-05-09 01:21:41,True,1.258907955841454e+18,1258930104274739206,3383748749.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BrandonMReeves1,0.0,False,False,,,Negative
915,915,916,"@Noorsy63177219: Well,well,we’ll....what interesting turn events...ð_x009f__x0098__x0082_ #ToldYouSo #Karma #CoronavirusUSA #COVIDIOTS #StupidPeople",False,0.0,,2020-05-09 01:21:36,False,,1258930083823267842,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rogerroger2147,2.0,True,False,,,Positive
916,916,917,"países años, glaciares desiertos pero esta pareja contaba con #CoronavirusUSA historia Domingo… https://t.co/fJypZ4ag1S",False,0.0,,2020-05-09 01:18:44,True,,1258929363778711556,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AngieRSandoval,0.0,False,False,,,Negative
917,917,918,@drayzze: can't wait tell grandkids stories eat buffets. #CoronavirusUSA,False,0.0,,2020-05-09 01:18:38,False,,1258929339305013249,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Stonefree63,11.0,True,False,,,Negative
918,918,919,@biebersjailey: I’m tired damn quarantine. It’s days since state issued Stay Home order... I’m fed up. wa…,False,0.0,,2020-05-09 01:18:30,False,,1258929304794271745,,,DelawareCOVID,1.0,True,False,,,Negative
919,919,920,@briantylercohen Even #CoronavirusUSA runs Trumps,False,0.0,briantylercohen,2020-05-09 01:17:20,False,1.2589283853439055e+18,1258929011897573376,455684839.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",motheradamplay,0.0,False,False,,,Negative
920,920,921,bet bucks Secret Service members #COVID #obama administration holdovers. Not le… https://t.co/mFEATjiIOM,False,0.0,,2020-05-09 01:17:09,True,,1258928962874617856,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TroyHammar,0.0,False,False,,,Negative
921,921,922,ð_x009f__x0098_·ð_x009f__x0092__x0094_ð_x009f__x0087_ºð_x009f__x0087_¸#CoronavirusUSA The White House infected. How going clean out? #VoteBlueToSaveAmerica https://t.c,False,0.0,,2020-05-09 01:16:32,False,,1258928807869919233,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",esneet4113,0.0,False,False,,,Positive
922,922,923,Dining out. Finally! #CoronavirusUSA https://t.co/EvlWxLdi5Z,False,2.0,,2020-05-09 01:15:41,False,,1258928593859743744,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OracleofWallSt,0.0,False,False,,,Negative
923,923,924,Daily Stats: Canada ð_x009f__x0087_¨ð_x009f__x0087_¦ USA ð_x009f__x0087_ºð_x009f__x0087_¸ #COVID19 #CoronaUpdate #Coronavirustruth #CoronavirusUSA #COVIDCanada… https://t.c,False,0.0,,2020-05-09 01:12:36,True,,1258927818131615751,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JohnnyStarzzz,0.0,False,False,,,Negative
924,924,925,@W7VOA: #CoronavirusUSA @BARDA https://t.co/gIbgANN1nk,False,0.0,,2020-05-09 01:12:22,False,,1258927759520403456,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BOBSarmymom,5.0,True,False,,,Negative
925,925,926,COVID-19 Was Emergency Until ⁦@realDonaldTrump⁩ Found Out Who Was Dying! #USPoli #Trump #TrumpPandemic… https://t.co/oeGyGkjTsI,False,1.0,,2020-05-09 01:11:44,True,,1258927601093095430,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Swift01_2000,0.0,False,False,,,Negative
926,926,927,@Allan78727186: The week pandemic came Trump https://t.co/otfsV1A9wg #CoronavirusPandemic #CoronavirusUSA #Trump #DonTheCon #rea…,False,0.0,,2020-05-09 01:11:38,False,,1258927576015396864,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",prosperi_gloria,5.0,True,False,,,Negative
927,927,928,"Document reveals Secret Service current virus cases, concerns Trump’s staff grow #secretservice… https://t.co/DLJwYKecFR",False,0.0,,2020-05-09 01:08:13,True,,1258926717172940810,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",carolotta0,1.0,False,False,,,Negative
928,928,929,Prepare waves #CoronavirusUSA infections https://t.co/Lkerwin89I,False,13.0,,2020-05-09 01:08:06,False,,1258926686390771712,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",VGKnightinArmor,8.0,False,False,,,Negative
929,929,930,Ways Keep Your Job During Lay-off https://t.co/6Wghchziw6 #CoronavirusUSA #COVID19 #lockdownuk #unemployment,False,1.0,,2020-05-09 01:08:04,False,,1258926677314490370,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",employeebloguk,0.0,False,False,,,Negative
930,930,931,@drkstranger: #Covid19usa #CoronavirusUSA #LockdownEnd #cdc #TrumpDepression #Biden @Trevornoah @jimmykimmel https://t.co/ZD7n3oyand,False,0.0,,2020-05-09 01:07:03,False,,1258926423194005506,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bull_doggie,1.0,True,False,,,Negative
931,931,932,"@Mamaleh3: guess like old saying: lie Nazis, get #COVIDー19. #KatieMiller #StephenMiller #Cor…",False,0.0,,2020-05-09 01:06:40,False,,1258926324728492032,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Lady_Pup,29.0,True,False,,,Positive
932,932,933,@WISE_SP: Example wear #mask #CoronavirusUSA,False,0.0,,2020-05-09 01:06:31,False,,1258926289328705538,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",mikeystep,1.0,True,False,,,Negative
933,933,934,Speaking volumes. #COVID19 #HeroesRising #Hero #ChineseVirus #CoronavirusUSA https://t.co/ULq11Lzc1e,False,0.0,,2020-05-09 01:05:22,False,,1258925997799464962,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kindwithspine,0.0,False,False,,,Negative
934,934,935,@BeezerPrime: #BreakingNews alleged list items stock September... perhaps longer? #CoronavirusU…,False,0.0,,2020-05-09 01:04:56,False,,1258925889682903042,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",InvCat,5.0,True,False,,,Negative
935,935,936,#Covid19usa #CoronavirusUSA #LockdownEnd #cdc #TrumpDepression #Biden @Trevornoah @jimmykimmel https://t.co/ZD7n3oyand,False,0.0,,2020-05-09 01:04:00,False,,1258925656966037505,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",drkstranger,1.0,False,False,,,Negative
936,936,937,@ShenequeProctor: CDC Interim Guidelines Employers Vulnerable Employees: #CoronavirusUSA #CDCGuidance #COVIDー19 #covid19MA #CO…,False,0.0,,2020-05-09 01:03:39,False,,1258925566058737666,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SophiaLamar1,3.0,True,False,,,Negative
937,937,938,"@AlamoOnTheRise: We've surpassed 1,321,700 confirmed #COVID19 cases United States. The death toll climbs 78,610. *Only",False,0.0,,2020-05-09 01:02:38,False,,1258925312907161601,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ClaraMa15,7.0,True,False,,,Positive
938,938,939,@sprague716: @EricTrump @realDonaldTrump really think governors like @NYGovCuomo @MikeDeWine @GavinNewsom @JBPritzker aren’t…,False,0.0,,2020-05-09 01:01:41,False,,1258925072472915968,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dougan55D,1.0,True,False,,,Positive
939,939,940,little sister done outdone herself. #L4D #L4D2 #CEDA #CoronavirusUSA https://t.co/YgL8hGZetT,False,6.0,,2020-05-09 01:00:22,False,,1258924739663482883,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DoctorAtlantis,0.0,False,False,,,Negative
940,940,941,"#Patriots fight country. Making painful sacrifices, save many nation's people possible.… https://t.co/DtP98n8bCF",False,0.0,xZaCloudx,2020-05-09 00:59:41,True,1.25892330352119e+18,1258924567432704003,378398577.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",xZaCloudx,0.0,False,False,,,Negative
941,941,942,"@pueblosantiguos: nos engañemos, verdadero #virus son los políticos política. https://t.co/tCyjXfvktY #Covid19_mx #VirusCo…",False,0.0,,2020-05-09 00:58:44,False,,1258924330546675712,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",alwaysjassy15,1.0,True,False,,,Negative
942,942,943,"@AlamoOnTheRise: We've surpassed 1,321,700 confirmed #COVID19 cases United States. The death toll climbs 78,610. *Only",False,0.0,,2020-05-09 00:57:25,False,,1258923997598593025,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HeyNikki1,7.0,True,False,,,Positive
943,943,944,What grateful today? #TikTok #COVID19 #Covid_19 #VEDay75 #6ix9ine #iliwys #Tiktokvsyoutube… https://t.co/JegSZYeXXE,False,1.0,,2020-05-09 00:56:19,True,,1258923720191639554,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AnthonyBallios,0.0,False,False,,,Negative
944,944,945,"We've surpassed 1,321,700 confirmed #COVID19 cases United States. The death toll climbs 78,610. *On… https://t.co/7GMVdfFuOS",False,8.0,,2020-05-09 00:56:14,True,,1258923701757714433,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AlamoOnTheRise,7.0,False,False,,,Positive
945,945,946,@WilsonShilo: CNN: Trump sought reopening found virus White House instead. https://t.co/BWlLNLAhg8 via @GoogleNews #Co…,False,0.0,,2020-05-09 00:55:25,False,,1258923494286426112,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Komos95,3.0,True,False,,,Negative
946,946,947,wait nose home webcams. #CoronavirusUSA,False,0.0,,2020-05-09 00:55:01,False,,1258923393338028033,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Gadget_Radar,0.0,False,False,,,Negative
947,947,948,Updated model projections May #reopen factorying (predictions created p.m. PST today May 8th) We're st… https://t.co/zTQwUFb0F6,False,0.0,srosen1976,2020-05-09 00:54:23,True,1.2535220642097766e+18,1258923234067701766,1.0801384894239784e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",srosen1976,0.0,False,False,,,Negative
948,948,949,"@GspotMMA: America, dumb fuck would feel oppressed boycott schools machine guns masks... ð_x009f__x0099__x0084_ #Coron",False,0.0,,2020-05-09 00:52:46,False,,1258922827668959237,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gogoplata666,17.0,True,False,,,Negative
